time,pos1,pos2,vel1,vel2,acc1,acc2,tau0,tau1
3.7,3.14185,-0.00112582,-0.000830377,0.00366449,0.0026429999999991,-0.0119299999999963,-0.000331869,0.00146809
3.701,3.14185,-0.00112216,-0.000827743,0.0036526,0.00263400000000024,-0.011890000000001,-0.000330817,0.00146332
3.702,3.14185,-0.00111851,-0.000825116,0.00364074,0.00262700000000034,-0.0118600000000016,-0.000329768,0.00145857
3.703,3.14185,-0.00111488,-0.000822498,0.00362892,0.00261800000000031,-0.0118200000000014,-0.000328722,0.00145383
3.704,3.14185,-0.00111126,-0.000819889,0.00361714,0.00260899999999912,-0.0117799999999959,-0.000327679,0.00144911
3.705,3.14185,-0.00110765,-0.000817287,0.0036054,0.00260200000000027,-0.0117400000000014,-0.00032664,0.0014444
3.706,3.14185,-0.00110405,-0.000814694,0.0035937,0.00259300000000024,-0.0117000000000012,-0.000325604,0.00143971
3.707,3.14185,-0.00110046,-0.000812109,0.00358203,0.00258500000000033,-0.0116700000000014,-0.000324571,0.00143504
3.708,3.14185,-0.00109688,-0.000809532,0.0035704,0.00257699999999917,-0.011629999999996,-0.000323541,0.00143038
3.709,3.14184,-0.00109332,-0.000806963,0.00355881,0.00256900000000029,-0.0115900000000014,-0.000322515,0.00142573
3.71,3.14184,-0.00108976,-0.000804402,0.00354726,0.00256100000000027,-0.0115500000000012,-0.000321492,0.0014211
3.711,3.14184,-0.00108622,-0.000801849,0.00353575,0.00255300000000025,-0.0115100000000014,-0.000320472,0.00141648
3.712,3.14184,-0.00108269,-0.000799305,0.00352427,0.00254399999999909,-0.0114799999999961,-0.000319455,0.00141188
3.713,3.14184,-0.00107917,-0.000796768,0.00351283,0.00253700000000033,-0.011440000000001,-0.000318442,0.0014073
3.714,3.14184,-0.00107567,-0.000794239,0.00350143,0.00252900000000031,-0.0114000000000016,-0.000317432,0.00140273
3.715,3.14184,-0.00107217,-0.000791719,0.00349006,0.00252000000000027,-0.0113700000000009,-0.000316425,0.00139817
3.716,3.14184,-0.00106869,-0.000789206,0.00347873,0.00251299999999916,-0.0113299999999962,-0.000315421,0.00139363
3.717,3.14184,-0.00106521,-0.000786701,0.00346744,0.00250500000000025,-0.0112900000000014,-0.00031442,0.0013891
3.718,3.14184,-0.00106175,-0.000784204,0.00345618,0.00249700000000023,-0.0112600000000012,-0.000313422,0.00138459
3.719,3.14184,-0.0010583,-0.000781715,0.00344497,0.00248900000000032,-0.0112100000000014,-0.000312428,0.00138009
3.72,3.14184,-0.00105486,-0.000779234,0.00343378,0.0024809999999992,-0.0111899999999962,-0.000311437,0.00137561
3.721,3.14184,-0.00105143,-0.000776761,0.00342264,0.00247300000000018,-0.0111400000000014,-0.000310448,0.00137114
3.722,3.14183,-0.00104802,-0.000774295,0.00341153,0.00246600000000028,-0.0111100000000012,-0.000309463,0.00136669
3.723,3.14183,-0.00104461,-0.000771838,0.00340046,0.00245700000000036,-0.011070000000001,-0.000308481,0.00136225
3.724,3.14183,-0.00104122,-0.000769388,0.00338942,0.00244999999999916,-0.0110399999999962,-0.000307502,0.00135783
3.725,3.14183,-0.00103783,-0.000766945,0.00337842,0.00244300000000025,-0.0110000000000014,-0.000306527,0.00135342
3.726,3.14183,-0.00103446,-0.000764511,0.00336745,0.00243400000000021,-0.0109700000000011,-0.000305554,0.00134902
3.727,3.14183,-0.0010311,-0.000762084,0.00335652,0.00242700000000032,-0.0109300000000013,-0.000304584,0.00134464
3.728,3.14183,-0.00102775,-0.000759665,0.00334563,0.00241899999999922,-0.0108899999999963,-0.000303618,0.00134027
3.729,3.14183,-0.00102441,-0.000757253,0.00333477,0.00241200000000019,-0.0108600000000013,-0.000302654,0.00133592
3.73,3.14183,-0.00102108,-0.000754849,0.00332394,0.00240400000000028,-0.0108300000000011,-0.000301693,0.00133158
3.731,3.14183,-0.00101776,-0.000752453,0.00331315,0.00239600000000026,-0.0107900000000013,-0.000300736,0.00132726
3.732,3.14183,-0.00101445,-0.000750064,0.0033024,0.0023889999999992,-0.0107499999999963,-0.000299781,0.00132294
3.733,3.14183,-0.00101115,-0.000747683,0.00329168,0.00238100000000035,-0.0107200000000013,-0.00029883,0.00131865
3.734,3.14183,-0.00100787,-0.000745309,0.003281,0.00237400000000024,-0.0106800000000011,-0.000297881,0.00131436
3.735,3.14182,-0.00100459,-0.000742942,0.00327035,0.00236700000000023,-0.0106500000000012,-0.000296936,0.0013101
3.736,3.14182,-0.00100133,-0.000740584,0.00325973,0.00235799999999926,-0.0106199999999963,-0.000295993,0.00130584
3.737,3.14182,-0.000998073,-0.000738232,0.00324915,0.00235200000000021,-0.0105800000000012,-0.000295054,0.0013016
3.738,3.14182,-0.000994829,-0.000735888,0.00323861,0.0023440000000003,-0.0105400000000014,-0.000294117,0.00129737
3.739,3.14182,-0.000991596,-0.000733552,0.0032281,0.00233600000000018,-0.0105100000000012,-0.000293183,0.00129316
3.74,3.14182,-0.000988373,-0.000731222,0.00321762,0.00232999999999926,-0.0104799999999963,-0.000292253,0.00128896
3.741,3.14182,-0.000985161,-0.000728901,0.00320718,0.00232100000000026,-0.0104400000000012,-0.000291325,0.00128477
3.742,3.14182,-0.000981959,-0.000726586,0.00319677,0.00231500000000028,-0.0104100000000013,-0.0002904,0.0012806
3.743,3.14182,-0.000978767,-0.000724279,0.00318639,0.00230700000000026,-0.0103800000000011,-0.000289478,0.00127644
3.744,3.14182,-0.000975586,-0.000721979,0.00317605,0.00229999999999923,-0.0103399999999963,-0.000288559,0.00127229
3.745,3.14182,-0.000972415,-0.000719686,0.00316574,0.00229300000000025,-0.0103100000000015,-0.000287643,0.00126816
3.746,3.14182,-0.000969255,-0.000717401,0.00315547,0.00228500000000023,-0.0102700000000009,-0.00028673,0.00126404
3.747,3.14182,-0.000966104,-0.000715122,0.00314522,0.00227900000000025,-0.0102500000000014,-0.000285819,0.00125994
3.748,3.14182,-0.000962964,-0.000712851,0.00313502,0.00227099999999922,-0.0101999999999963,-0.000284912,0.00125584
3.749,3.14181,-0.000959834,-0.000710588,0.00312484,0.00226300000000032,-0.0101800000000014,-0.000284007,0.00125176
3.75,3.14181,-0.000956715,-0.000708331,0.0031147,0.00225700000000022,-0.0101400000000007,-0.000283105,0.0012477
3.751,3.14181,-0.000953605,-0.000706081,0.00310459,0.00225000000000022,-0.0101100000000014,-0.000282206,0.00124365
3.752,3.14181,-0.000950506,-0.000703839,0.00309452,0.0022420000000002,-0.0100700000000012,-0.00028131,0.00123961
3.753,3.14181,-0.000947416,-0.000701603,0.00308447,0.00223599999999933,-0.0100499999999964,-0.000280417,0.00123558
3.754,3.14181,-0.000944337,-0.000699375,0.00307446,0.0022280000000002,-0.0100100000000011,-0.000279526,0.00123157
3.755,3.14181,-0.000941267,-0.000697154,0.00306448,0.0022210000000003,-0.00998000000000124,-0.000278639,0.00122757
3.756,3.14181,-0.000938208,-0.000694939,0.00305454,0.00221500000000021,-0.00994000000000104,-0.000277754,0.00122358
3.757,3.14181,-0.000935158,-0.000692732,0.00304462,0.00220699999999921,-0.00991999999999675,-0.000276872,0.00121961
3.758,3.14181,-0.000932119,-0.000690532,0.00303474,0.0022000000000003,-0.00988000000000096,-0.000275992,0.00121565
3.759,3.14181,-0.000929089,-0.000688338,0.0030249,0.0021940000000002,-0.00984000000000119,-0.000275116,0.0012117
3.76,3.14181,-0.000926069,-0.000686152,0.00301508,0.00218600000000029,-0.00982000000000131,-0.000274242,0.00120776
3.761,3.14181,-0.000923059,-0.000683972,0.00300529,0.00217999999999923,-0.0097899999999967,-0.000273371,0.00120384
3.762,3.14181,-0.000920058,-0.0006818,0.00299554,0.00217200000000029,-0.00975000000000085,-0.000272503,0.00119993
3.763,3.1418,-0.000917068,-0.000679634,0.00298582,0.00216600000000019,-0.00972000000000102,-0.000271637,0.00119603
3.764,3.1418,-0.000914087,-0.000677475,0.00297613,0.0021590000000003,-0.0096900000000012,-0.000270774,0.00119215
3.765,3.1418,-0.000911116,-0.000675323,0.00296647,0.00215199999999923,-0.00965999999999665,-0.000269914,0.00118827
3.766,3.1418,-0.000908154,-0.000673177,0.00295684,0.00214600000000031,-0.00963000000000111,-0.000269057,0.00118442
3.767,3.1418,-0.000905202,-0.000671039,0.00294725,0.00213800000000018,-0.00959000000000092,-0.000268202,0.00118057
3.768,3.1418,-0.00090226,-0.000668907,0.00293768,0.00213200000000019,-0.00957000000000147,-0.00026735,0.00117673
3.769,3.1418,-0.000899327,-0.000666782,0.00292815,0.00212499999999936,-0.0095299999999966,-0.000266501,0.00117291
3.77,3.1418,-0.000896403,-0.000664663,0.00291865,0.0021190000000002,-0.00950000000000101,-0.000265654,0.0011691
3.771,3.1418,-0.000893489,-0.000662552,0.00290918,0.00211100000000029,-0.00947000000000118,-0.00026481,0.00116531
3.772,3.1418,-0.000890585,-0.000660447,0.00289973,0.0021050000000002,-0.00945000000000086,-0.000263969,0.00116152
3.773,3.1418,-0.00088769,-0.000658348,0.00289032,0.00209899999999928,-0.00940999999999692,-0.00026313,0.00115775
3.774,3.1418,-0.000884804,-0.000656257,0.00288095,0.00209100000000019,-0.0093700000000009,-0.000262294,0.00115399
3.775,3.1418,-0.000881928,-0.000654172,0.0028716,0.00208500000000032,-0.00935000000000101,-0.000261461,0.00115024
3.776,3.1418,-0.000879061,-0.000652093,0.00286228,0.00207900000000022,-0.00932000000000119,-0.00026063,0.0011465
3.777,3.1418,-0.000876204,-0.000650021,0.00285299,0.0020719999999993,-0.0092899999999968,-0.000259802,0.00114278
3.778,3.14179,-0.000873355,-0.000647956,0.00284373,0.00206500000000021,-0.00926000000000111,-0.000258977,0.00113907
3.779,3.14179,-0.000870516,-0.000645897,0.0028345,0.00205900000000023,-0.00923000000000084,-0.000258154,0.00113537
3.78,3.14179,-0.000867686,-0.000643844,0.00282531,0.00205300000000024,-0.00919000000000108,-0.000257333,0.00113168
3.781,3.14179,-0.000864866,-0.000641798,0.00281614,0.00204599999999933,-0.00916999999999712,-0.000256516,0.001128
3.782,3.14179,-0.000862054,-0.000639759,0.002807,0.00203900000000013,-0.00914000000000094,-0.000255701,0.00112434
3.783,3.14179,-0.000859252,-0.000637726,0.00279789,0.00203300000000025,-0.00911000000000111,-0.000254888,0.00112069
3.784,3.14179,-0.000856459,-0.0006357,0.00278881,0.00202600000000025,-0.00908000000000085,-0.000254078,0.00111705
3.785,3.14179,-0.000853674,-0.000633679,0.00277976,0.00202099999999938,-0.00904999999999701,-0.000253271,0.00111342
3.786,3.14179,-0.000850899,-0.000631666,0.00277074,0.00201300000000015,-0.0090200000000012,-0.000252466,0.0011098
3.787,3.14179,-0.000848133,-0.000629658,0.00276175,0.00200800000000029,-0.00899000000000094,-0.000251663,0.0011062
3.788,3.14179,-0.000845376,-0.000627657,0.00275279,0.00200100000000018,-0.00896000000000069,-0.000250864,0.00110261
3.789,3.14179,-0.000842627,-0.000625663,0.00274386,0.00199399999999929,-0.00892999999999733,-0.000250066,0.00109903
3.79,3.14179,-0.000839888,-0.000623674,0.00273495,0.00198900000000031,-0.00891000000000098,-0.000249271,0.00109546
3.791,3.14179,-0.000837157,-0.000621692,0.00272608,0.0019820000000002,-0.00887000000000078,-0.000248479,0.0010919
3.792,3.14179,-0.000834436,-0.000619716,0.00271723,0.00197600000000021,-0.00885000000000089,-0.000247689,0.00108835
3.793,3.14179,-0.000831723,-0.000617747,0.00270842,0.00196899999999934,-0.00880999999999721,-0.000246902,0.00108482
3.794,3.14178,-0.000829019,-0.000615783,0.00269963,0.00196400000000024,-0.00879000000000081,-0.000246117,0.00108129
3.795,3.14178,-0.000826324,-0.000613826,0.00269087,0.00195700000000013,-0.00876000000000098,-0.000245335,0.00107778
3.796,3.14178,-0.000823637,-0.000611875,0.00268214,0.00195100000000025,-0.00873000000000116,-0.000244555,0.00107428
3.797,3.14178,-0.00082096,-0.00060993,0.00267344,0.0019449999999994,-0.00869999999999703,-0.000243778,0.00107079
3.798,3.14178,-0.000818291,-0.000607992,0.00266476,0.00193800000000015,-0.00868000000000101,-0.000243003,0.00106731
3.799,3.14178,-0.00081563,-0.000606059,0.00265611,0.00193300000000018,-0.00865000000000076,-0.00024223,0.00106385
3.8,3.14178,-0.000812978,-0.000604133,0.0026475,0.00192600000000029,-0.00861000000000099,-0.00024146,0.00106039
3.801,3.14178,-0.000810335,-0.000602212,0.00263891,0.00192099999999936,-0.00858999999999729,-0.000240693,0.00105695
3.802,3.14178,-0.000807701,-0.000600298,0.00263034,0.00191400000000021,-0.00857000000000079,-0.000239927,0.00105351
3.803,3.14178,-0.000805075,-0.00059839,0.00262181,0.00190800000000022,-0.00853000000000102,-0.000239165,0.00105009
3.804,3.14178,-0.000802457,-0.000596488,0.0026133,0.00190200000000012,-0.00851000000000114,-0.000238404,0.00104668
3.805,3.14178,-0.000799848,-0.000594592,0.00260482,0.0018959999999994,-0.00847999999999711,-0.000237646,0.00104328
3.806,3.14178,-0.000797248,-0.000592701,0.00259637,0.00189100000000028,-0.00845000000000062,-0.000236891,0.00103989
3.807,3.14178,-0.000794655,-0.000590817,0.00258795,0.00188400000000016,-0.00842000000000123,-0.000236137,0.00103652
3.808,3.14178,-0.000792072,-0.000588939,0.00257955,0.00187800000000018,-0.00840000000000091,-0.000235387,0.00103315
3.809,3.14178,-0.000789496,-0.000587067,0.00257118,0.00187199999999936,-0.00836999999999694,-0.000234638,0.00102979
3.81,3.14178,-0.000786929,-0.0005852,0.00256284,0.00186700000000022,-0.00834000000000126,-0.000233892,0.00102645
3.811,3.14177,-0.000784371,-0.00058334,0.00255453,0.00186000000000022,-0.00831000000000057,-0.000233148,0.00102312
3.812,3.14177,-0.00078182,-0.000581485,0.00254624,0.00185500000000025,-0.00829000000000112,-0.000232407,0.00101979
3.813,3.14177,-0.000779278,-0.000579637,0.00253798,0.00184799999999932,-0.00825999999999719,-0.000231668,0.00101648
3.814,3.14177,-0.000776744,-0.000577794,0.00252974,0.00184300000000027,-0.00824000000000098,-0.000230931,0.00101318
3.815,3.14177,-0.000774219,-0.000575957,0.00252154,0.00183700000000018,-0.00820000000000078,-0.000230197,0.00100989
3.816,3.14177,-0.000771701,-0.000574126,0.00251336,0.00183100000000019,-0.00818000000000089,-0.000229465,0.00100661
3.817,3.14177,-0.000769192,-0.0005723,0.0025052,0.00182599999999941,-0.00815999999999739,-0.000228735,0.00100334
3.818,3.14177,-0.000766691,-0.000570481,0.00249707,0.00181900000000022,-0.00813000000000075,-0.000228008,0.00100008
3.819,3.14177,-0.000764198,-0.000568667,0.00248897,0.00181400000000014,-0.00810000000000093,-0.000227283,0.000996831
3.82,3.14177,-0.000761713,-0.000566859,0.0024809,0.00180800000000026,-0.0080700000000011,-0.00022656,0.000993594
3.821,3.14177,-0.000759236,-0.000565057,0.00247285,0.00180199999999937,-0.00804999999999721,-0.000225839,0.000990366
3.822,3.14177,-0.000756768,-0.00056326,0.00246483,0.00179700000000019,-0.00802000000000096,-0.000225121,0.00098715
3.823,3.14177,-0.000754307,-0.000561469,0.00245683,0.00179100000000021,-0.00800000000000064,-0.000224405,0.000983943
3.824,3.14177,-0.000751854,-0.000559684,0.00244886,0.00178500000000022,-0.00797000000000082,-0.000223691,0.000980748
3.825,3.14177,-0.000749409,-0.000557904,0.00244092,0.00177999999999935,-0.00793999999999746,-0.00022298,0.000977562
3.826,3.14177,-0.000746972,-0.00055613,0.002433,0.00177400000000026,-0.00792000000000111,-0.00022227,0.000974387
3.827,3.14177,-0.000744543,-0.000554361,0.00242511,0.00176900000000018,-0.00789000000000085,-0.000221563,0.000971222
3.828,3.14176,-0.000742122,-0.000552599,0.00241724,0.00176200000000018,-0.00787000000000053,-0.000220858,0.000968068
3.829,3.14176,-0.000739709,-0.000550841,0.0024094,0.00175799999999934,-0.00783999999999766,-0.000220156,0.000964923
3.83,3.14176,-0.000737303,-0.00054909,0.00240158,0.00175100000000022,-0.00782000000000082,-0.000219456,0.000961789
3.831,3.14176,-0.000734906,-0.000547344,0.00239379,0.00174600000000025,-0.007790000000001,-0.000218757,0.000958665
3.832,3.14176,-0.000732516,-0.000545603,0.00238603,0.00174100000000017,-0.00776000000000074,-0.000218062,0.000955552
3.833,3.14176,-0.000730134,-0.000543868,0.00237829,0.00173499999999942,-0.00773999999999742,-0.000217368,0.000952448
3.834,3.14176,-0.000727759,-0.000542138,0.00237057,0.00173000000000022,-0.00772000000000097,-0.000216676,0.000949354
3.835,3.14176,-0.000725393,-0.000540414,0.00236288,0.00172400000000012,-0.00769000000000071,-0.000215987,0.000946271
3.836,3.14176,-0.000723033,-0.000538696,0.00235522,0.00171800000000024,-0.00766000000000089,-0.0002153,0.000943197
3.837,3.14176,-0.000720682,-0.000536982,0.00234758,0.00171399999999942,-0.00763999999999718,-0.000214615,0.000940134
3.838,3.14176,-0.000718338,-0.000535275,0.00233996,0.00170700000000018,-0.00762000000000112,-0.000213932,0.00093708
3.839,3.14176,-0.000716002,-0.000533572,0.00233237,0.00170300000000022,-0.00759000000000086,-0.000213251,0.000934037
3.84,3.14176,-0.000713674,-0.000531875,0.00232481,0.00169700000000013,-0.0075600000000006,-0.000212573,0.000931003
3.841,3.14176,-0.000711353,-0.000530184,0.00231727,0.0016909999999995,-0.00753999999999737,-0.000211896,0.000927979
3.842,3.14176,-0.000709039,-0.000528497,0.00230975,0.00168700000000019,-0.00752000000000084,-0.000211222,0.000924965
3.843,3.14176,-0.000706733,-0.000526817,0.00230226,0.00168000000000018,-0.00749000000000101,-0.00021055,0.000921961
3.844,3.14176,-0.000704435,-0.000525141,0.00229479,0.00167600000000012,-0.0074700000000007,-0.00020988,0.000918966
3.845,3.14176,-0.000702144,-0.000523471,0.00228735,0.0016699999999995,-0.00743999999999757,-0.000209212,0.000915981
3.846,3.14176,-0.00069986,-0.000521806,0.00227993,0.00166500000000016,-0.00742000000000099,-0.000208546,0.000913006
3.847,3.14175,-0.000697584,-0.000520146,0.00227253,0.00166000000000019,-0.00740000000000067,-0.000207883,0.000910041
3.848,3.14175,-0.000695315,-0.000518492,0.00226516,0.0016540000000002,-0.00737000000000085,-0.000207221,0.000907085
3.849,3.14175,-0.000693054,-0.000516842,0.00225782,0.00164999999999941,-0.00733999999999776,-0.000206562,0.000904139
3.85,3.14175,-0.0006908,-0.000515198,0.00225049,0.00164400000000015,-0.00733000000000064,-0.000205904,0.000901202
3.851,3.14175,-0.000688553,-0.00051356,0.00224319,0.00163800000000017,-0.00730000000000082,-0.000205249,0.000898275
3.852,3.14175,-0.000686313,-0.000511926,0.00223592,0.00163400000000021,-0.00727000000000056,-0.000204596,0.000895357
3.853,3.14175,-0.000684081,-0.000510298,0.00222867,0.0016279999999995,-0.00724999999999789,-0.000203945,0.000892449
3.854,3.14175,-0.000681856,-0.000508674,0.00222144,0.00162400000000016,-0.00723000000000079,-0.000203296,0.000889551
3.855,3.14175,-0.000679638,-0.000507056,0.00221423,0.00161800000000018,-0.00721000000000048,-0.000202649,0.000886661
3.856,3.14175,-0.000677427,-0.000505443,0.00220705,0.0016130000000002,-0.00718000000000109,-0.000202004,0.000883782
3.857,3.14175,-0.000675224,-0.000503836,0.00219989,0.0016069999999994,-0.00715999999999759,-0.000201361,0.000880911
3.858,3.14175,-0.000673028,-0.000502233,0.00219276,0.00160300000000015,-0.00713000000000051,-0.00020072,0.00087805
3.859,3.14175,-0.000670839,-0.000500635,0.00218565,0.00159800000000018,-0.00711000000000106,-0.000200081,0.000875198
3.86,3.14175,-0.000668656,-0.000499043,0.00217856,0.0015920000000002,-0.00709000000000074,-0.000199444,0.000872355
3.861,3.14175,-0.000666481,-0.000497455,0.00217149,0.00158799999999954,-0.00706999999999772,-0.000198809,0.000869522
3.862,3.14175,-0.000664314,-0.000495873,0.00216445,0.00158200000000015,-0.0070400000000006,-0.000198176,0.000866698
3.863,3.14175,-0.000662153,-0.000494295,0.00215743,0.00157800000000019,-0.00702000000000072,-0.000197545,0.000863883
3.864,3.14175,-0.000659999,-0.000492723,0.00215044,0.0015720000000001,-0.00699000000000089,-0.000196917,0.000861077
3.865,3.14175,-0.000657852,-0.000491155,0.00214346,0.00156799999999955,-0.00697999999999785,-0.00019629,0.00085828
3.866,3.14175,-0.000655712,-0.000489592,0.00213651,0.00156300000000017,-0.00695000000000069,-0.000195665,0.000855492
3.867,3.14174,-0.000653579,-0.000488035,0.00212958,0.00155700000000013,-0.00693000000000081,-0.000195042,0.000852713
3.868,3.14174,-0.000651453,-0.000486482,0.00212268,0.00155300000000017,-0.00690000000000055,-0.000194421,0.000849944
3.869,3.14174,-0.000649334,-0.000484934,0.00211579,0.00154799999999946,-0.00688999999999755,-0.000193802,0.000847183
3.87,3.14174,-0.000647221,-0.000483392,0.00210893,0.00154200000000016,-0.00686000000000078,-0.000193185,0.000844432
3.871,3.14174,-0.000645116,-0.000481854,0.00210209,0.00153800000000021,-0.0068400000000009,-0.00019257,0.000841689
3.872,3.14174,-0.000643017,-0.000480321,0.00209528,0.00153300000000013,-0.00681000000000064,-0.000191957,0.000838955
3.873,3.14174,-0.000640925,-0.000478793,0.00208848,0.00152799999999953,-0.00679999999999768,-0.000191346,0.00083623
3.874,3.14174,-0.00063884,-0.000477269,0.00208171,0.00152400000000015,-0.00677000000000087,-0.000190736,0.000833514
3.875,3.14174,-0.000636762,-0.000475751,0.00207496,0.00151800000000016,-0.00675000000000099,-0.000190129,0.000830807
3.876,3.14174,-0.00063469,-0.000474237,0.00206823,0.00151400000000015,-0.00673000000000067,-0.000189524,0.000828108
3.877,3.14174,-0.000632625,-0.000472728,0.00206153,0.00150900000000018,-0.00670000000000085,-0.00018892,0.000825419
3.878,3.14174,-0.000630567,-0.000471224,0.00205484,0.00150399999999949,-0.0066899999999975,-0.000188319,0.000822738
3.879,3.14174,-0.000628516,-0.000469725,0.00204818,0.00149900000000019,-0.00666000000000065,-0.000187719,0.000820065
3.88,3.14174,-0.000626471,-0.00046823,0.00204154,0.00149500000000018,-0.00664000000000076,-0.000187121,0.000817402
3.881,3.14174,-0.000624433,-0.00046674,0.00203492,0.00149000000000015,-0.00662000000000088,-0.000186525,0.000814747
3.882,3.14174,-0.000622401,-0.000465255,0.00202832,0.00148499999999952,-0.00659999999999763,-0.000185931,0.0008121
3.883,3.14174,-0.000620376,-0.000463775,0.00202174,0.00148000000000016,-0.00658000000000068,-0.000185339,0.000809463
3.884,3.14174,-0.000618358,-0.000462299,0.00201519,0.00147600000000015,-0.00655000000000085,-0.000184749,0.000806834
3.885,3.14174,-0.000616346,-0.000460828,0.00200866,0.00147100000000018,-0.00653000000000097,-0.000184161,0.000804213
3.886,3.14174,-0.00061434,-0.000459362,0.00200214,0.0014659999999995,-0.0065199999999977,-0.000183574,0.000801601
3.887,3.14174,-0.000612342,-0.0004579,0.00199565,0.00146200000000014,-0.00649000000000077,-0.000182989,0.000798997
3.888,3.14173,-0.000610349,-0.000456443,0.00198918,0.00145700000000017,-0.00647000000000045,-0.000182407,0.000796402
3.889,3.14173,-0.000608363,-0.000454991,0.00198273,0.00145200000000015,-0.006450000000001,-0.000181826,0.000793815
3.89,3.14173,-0.000606384,-0.000453543,0.0019763,0.00144799999999955,-0.00642999999999783,-0.000181247,0.000791237
3.891,3.14173,-0.000604411,-0.000452099,0.0019699,0.00144400000000013,-0.00640000000000043,-0.000180669,0.000788667
3.892,3.14173,-0.000602444,-0.000450661,0.00196351,0.00143800000000019,-0.00639000000000092,-0.000180094,0.000786105
3.893,3.14173,-0.000600484,-0.000449227,0.00195714,0.00143400000000013,-0.0063700000000006,-0.00017952,0.000783552
3.894,3.14173,-0.00059853,-0.000447797,0.0019508,0.00142999999999954,-0.00633999999999796,-0.000178948,0.000781007
3.895,3.14173,-0.000596582,-0.000446372,0.00194448,0.00142500000000015,-0.00632000000000068,-0.000178378,0.00077847
3.896,3.14173,-0.000594641,-0.000444952,0.00193817,0.00142000000000018,-0.00631000000000073,-0.00017781,0.000775942
3.897,3.14173,-0.000592706,-0.000443536,0.00193189,0.00141600000000012,-0.00628000000000069,-0.000177244,0.000773422
3.898,3.14173,-0.000590777,-0.000442124,0.00192563,0.00141199999999953,-0.00625999999999781,-0.000176679,0.000770909
3.899,3.14173,-0.000588855,-0.000440717,0.00191938,0.00140700000000019,-0.00625000000000065,-0.000176116,0.000768405
3.9,3.14173,-0.000586938,-0.000439315,0.00191316,0.00140200000000011,-0.00622000000000083,-0.000175555,0.00076591
3.901,3.14173,-0.000585028,-0.000437917,0.00190696,0.00139800000000016,-0.00620000000000051,-0.000174996,0.000763422
3.902,3.14173,-0.000583124,-0.000436523,0.00190078,0.00139399999999953,-0.0061799999999981,-0.000174439,0.000760942
3.903,3.14173,-0.000581227,-0.000435134,0.00189462,0.00138900000000018,-0.00616000000000052,-0.000173883,0.000758471
3.904,3.14173,-0.000579335,-0.000433749,0.00188847,0.00138500000000017,-0.0061500000000008,-0.000173329,0.000756007
3.905,3.14173,-0.00057745,-0.000432369,0.00188235,0.00138000000000014,-0.00612000000000054,-0.000172777,0.000753552
3.906,3.14173,-0.000575571,-0.000430993,0.00187625,0.00137599999999952,-0.00609999999999795,-0.000172226,0.000751104
3.907,3.14173,-0.000573697,-0.000429621,0.00187017,0.00137200000000018,-0.00608000000000077,-0.000171678,0.000748664
3.908,3.14173,-0.00057183,-0.000428254,0.00186411,0.00136700000000015,-0.00606000000000067,-0.000171131,0.000746233
3.909,3.14173,-0.000569969,-0.000426891,0.00185807,0.00136300000000014,-0.00604000000000057,-0.000170585,0.000743809
3.91,3.14172,-0.000568114,-0.000425532,0.00185204,0.00135899999999953,-0.00602999999999817,-0.000170042,0.000741393
3.911,3.14172,-0.000566265,-0.000424178,0.00184604,0.00135400000000016,-0.00600000000000059,-0.0001695,0.000738985
3.912,3.14172,-0.000564422,-0.000422828,0.00184006,0.00135000000000015,-0.00598000000000071,-0.00016896,0.000736585
3.913,3.14172,-0.000562585,-0.000421482,0.00183409,0.00134600000000015,-0.00597000000000055,-0.000168422,0.000734192
3.914,3.14172,-0.000560754,-0.000420141,0.00182815,0.00134099999999952,-0.00593999999999808,-0.000167885,0.000731808
3.915,3.14172,-0.000558929,-0.000418804,0.00182222,0.00133700000000017,-0.00593000000000056,-0.00016735,0.000729431
3.916,3.14172,-0.00055711,-0.000417471,0.00181632,0.00133300000000016,-0.00590000000000074,-0.000166817,0.000727061
3.917,3.14172,-0.000555296,-0.000416142,0.00181043,0.00132900000000015,-0.00589000000000058,-0.000166285,0.0007247
3.918,3.14172,-0.000553489,-0.000414818,0.00180456,0.00132399999999953,-0.00586999999999809,-0.000165755,0.000722346
3.919,3.14172,-0.000551687,-0.000413498,0.00179872,0.00132000000000017,-0.00584000000000066,-0.000165227,0.00072
3.92,3.14172,-0.000549891,-0.000412182,0.00179289,0.00131600000000016,-0.00583000000000071,-0.000164701,0.000717661
3.921,3.14172,-0.000548101,-0.00041087,0.00178708,0.00131200000000015,-0.00581000000000061,-0.000164176,0.00071533
3.922,3.14172,-0.000546317,-0.000409562,0.00178128,0.00130799999999956,-0.00579999999999788,-0.000163652,0.000713007
3.923,3.14172,-0.000544539,-0.000408258,0.00177551,0.00130400000000013,-0.00577000000000085,-0.000163131,0.000710691
3.924,3.14172,-0.000542766,-0.000406959,0.00176976,0.00129900000000016,-0.00575000000000053,-0.000162611,0.000708382
3.925,3.14172,-0.000540999,-0.000405664,0.00176402,0.0012950000000001,-0.00574000000000059,-0.000162093,0.000706082
3.926,3.14172,-0.000539238,-0.000404373,0.00175831,0.00129099999999957,-0.00570999999999823,-0.000161576,0.000703788
3.927,3.14172,-0.000537483,-0.000403086,0.00175261,0.00128700000000019,-0.0057000000000006,-0.000161061,0.000701502
3.928,3.14172,-0.000535733,-0.000401803,0.00174693,0.00128300000000012,-0.0056800000000005,-0.000160548,0.000699224
