time,pos1,pos2,vel1,vel2,acc1,acc2,tau0,tau1
0.54,-0.210674,-0.436242,0.492474,-0.874813,12.547,-9.85299999999999,0.654395,-0.373402
0.541,-0.210175,-0.437122,0.505094,-0.884831,12.62,-10.0180000000001,0.663007,-0.376382
0.542,-0.209664,-0.438012,0.517785,-0.895015,12.691,-10.184,0.671636,-0.379428
0.543,-0.20914,-0.438912,0.530549,-0.905367,12.764,-10.352,0.680284,-0.382542
0.544,-0.208603,-0.439823,0.543386,-0.915889,12.837,-10.5219999999999,0.688951,-0.385725
0.545,-0.208053,-0.440744,0.556296,-0.926582,12.91,-10.6930000000001,0.697636,-0.388978
0.546,-0.20749,-0.441676,0.569279,-0.937447,12.983,-10.865,0.70634,-0.3923
0.547,-0.206914,-0.442619,0.582335,-0.948487,13.0560000000001,-11.0399999999999,0.715062,-0.395694
0.548,-0.206325,-0.443573,0.595466,-0.959703,13.131,-11.216,0.723803,-0.399159
0.549,-0.205723,-0.444538,0.60867,-0.971097,13.204,-11.394,0.732562,-0.402696
0.55,-0.205108,-0.445515,0.621948,-0.98267,13.2779999999999,-11.573,0.74134,-0.406306
0.551,-0.204479,-0.446504,0.635302,-0.994424,13.3540000000001,-11.7539999999999,0.750138,-0.40999
0.552,-0.203837,-0.447504,0.64873,-1.00636,13.428,-11.9359999999999,0.758954,-0.413749
0.553,-0.203182,-0.448517,0.662233,-1.01848,13.5029999999999,-12.1200000000001,0.767789,-0.417583
0.554,-0.202513,-0.449541,0.675811,-1.03079,13.5780000000001,-12.31,0.776643,-0.421493
0.555,-0.20183,-0.450579,0.689466,-1.04328,13.655,-12.4899999999999,0.785517,-0.42548
0.556,-0.201134,-0.451628,0.703196,-1.05597,13.73,-12.6900000000001,0.79441,-0.429545
0.557,-0.200424,-0.452691,0.717003,-1.06884,13.8069999999999,-12.8699999999999,0.803322,-0.433688
0.558,-0.1997,-0.453766,0.730886,-1.08191,13.8830000000001,-13.0699999999999,0.812253,-0.43791
0.559,-0.198962,-0.454855,0.744846,-1.09517,13.96,-13.26,0.821204,-0.442211
0.56,-0.19821,-0.455957,0.758884,-1.10863,14.038,-13.46,0.830175,-0.446594
0.561,-0.197444,-0.457072,0.772998,-1.12229,14.1139999999999,-13.66,0.839165,-0.451058
0.562,-0.196664,-0.458201,0.787191,-1.13614,14.193,-13.8499999999999,0.848175,-0.455605
0.563,-0.195869,-0.459345,0.801461,-1.1502,14.2700000000016,-14.0600000000015,0.857204,-0.460234
0.564,-0.195061,-0.460502,0.81581,-1.16446,14.349,-14.2600000000001,0.866254,-0.464947
0.565,-0.194238,-0.461674,0.830238,-1.17893,14.428,-14.47,0.875323,-0.469745
0.566,-0.1934,-0.46286,0.844744,-1.1936,14.506,-14.6699999999999,0.884413,-0.474628
0.567,-0.192548,-0.464061,0.85933,-1.20848,14.586,-14.88,0.893522,-0.479597
0.568,-0.191682,-0.465277,0.873995,-1.22357,14.6649999999999,-15.09,0.902652,-0.484653
0.569,-0.1908,-0.466508,0.88874,-1.23888,14.745,-15.3099999999999,0.911802,-0.489797
0.57,-0.189904,-0.467755,0.903565,-1.25439,14.825,-15.5099999999999,0.920973,-0.49503
0.571,-0.188993,-0.469017,0.91847,-1.27012,14.905,-15.73,0.930164,-0.500351
0.572,-0.188067,-0.470296,0.933456,-1.28607,14.9859999999999,-15.9500000000001,0.939376,-0.505763
0.573,-0.187126,-0.47159,0.948523,-1.30224,15.067,-16.17,0.948608,-0.511266
0.574,-0.18617,-0.4729,0.963671,-1.31863,15.148,-16.3899999999999,0.957861,-0.51686
0.575,-0.185199,-0.474227,0.978901,-1.33524,15.23,-16.61,0.967134,-0.522547
0.576,-0.184212,-0.475571,0.994213,-1.35207,15.312,-16.8300000000001,0.976429,-0.528326
0.577,-0.18321,-0.476932,1.00961,-1.36913,15.3969999999999,-17.0599999999998,0.985745,-0.5342
0.578,-0.182193,-0.478309,1.02508,-1.38641,15.4700000000001,-17.2799999999999,0.995081,-0.540169
0.579,-0.18116,-0.479705,1.04064,-1.40393,15.56,-17.52,1.00444,-0.546232
0.58,-0.180111,-0.481117,1.05628,-1.42167,15.6400000000001,-17.7400000000001,1.01382,-0.552393
0.581,-0.179047,-0.482548,1.07201,-1.43965,15.7299999999998,-17.9800000000001,1.02322,-0.55865
0.582,-0.177967,-0.483997,1.08782,-1.45786,15.8100000000001,-18.2099999999998,1.03264,-0.565005
0.583,-0.176871,-0.485464,1.10371,-1.47631,15.8899999999999,-18.4500000000001,1.04208,-0.571458
0.584,-0.17576,-0.48695,1.11968,-1.49499,15.97,-18.68,1.05155,-0.578011
0.585,-0.174632,-0.488454,1.13574,-1.51391,16.06,-18.92,1.06103,-0.584663
0.586,-0.173488,-0.489978,1.15189,-1.53307,16.1500000000001,-19.1599999999998,1.07054,-0.591416
0.587,-0.172328,-0.491521,1.16812,-1.55248,16.23,-19.4100000000001,1.08007,-0.598271
0.588,-0.171152,-0.493083,1.18443,-1.57213,16.31,-19.6499999999999,1.08962,-0.605228
0.589,-0.169959,-0.494665,1.20083,-1.59202,16.4,-19.8899999999999,1.0992,-0.612287
0.59,-0.16875,-0.496267,1.21732,-1.61216,16.4899999999999,-20.14,1.10879,-0.61945
0.591,-0.167525,-0.49789,1.23389,-1.63254,16.57,-20.38,1.11841,-0.626717
0.592,-0.166282,-0.499533,1.25054,-1.65318,16.65,-20.64,1.12805,-0.634089
0.593,-0.165023,-0.501196,1.26728,-1.67406,16.74,-20.88,1.13771,-0.641567
0.594,-0.163748,-0.502881,1.28411,-1.6952,16.8300000000001,-21.1399999999999,1.14739,-0.649151
0.595,-0.162455,-0.504587,1.30103,-1.71659,16.9199999999998,-21.39,1.1571,-0.656841
0.596,-0.161145,-0.506314,1.31803,-1.73823,17.0000000000001,-21.6399999999999,1.16683,-0.664639
0.597,-0.159819,-0.508064,1.33512,-1.76014,17.09,-21.9100000000001,1.17658,-0.672545
0.598,-0.158475,-0.509835,1.35229,-1.78229,17.1699999999999,-22.1499999999999,1.18635,-0.68056
0.599,-0.157114,-0.511628,1.36955,-1.80471,17.26,-22.4200000000001,1.19614,-0.688683
0.6,-0.155736,-0.513445,1.3869,-1.82739,17.35,-22.68,1.20596,-0.696917
0.601,-0.15434,-0.515283,1.40434,-1.85033,17.4399999999999,-22.9399999999999,1.2158,-0.705261
0.602,-0.152927,-0.517145,1.42186,-1.87352,17.52,-23.19,1.22566,-0.713715
0.603,-0.151497,-0.519031,1.43947,-1.89699,17.6100000000001,-23.4699999999999,1.23555,-0.722281
0.604,-0.150048,-0.52094,1.45717,-1.92071,17.7,-23.7199999999999,1.24545,-0.730959
0.605,-0.148582,-0.522872,1.47496,-1.9447,17.79,-23.9900000000002,1.25538,-0.739749
0.606,-0.147098,-0.524829,1.49283,-1.96896,17.87,-24.2599999999999,1.26534,-0.748652
0.607,-0.145596,-0.526811,1.5108,-1.99348,17.9699999999998,-24.5199999999999,1.27531,-0.757668
0.608,-0.144077,-0.528817,1.52885,-2.01827,18.0500000000001,-24.7899999999998,1.28531,-0.766798
0.609,-0.142539,-0.530847,1.54698,-2.04333,18.13,-25.0600000000003,1.29533,-0.776041
0.61,-0.140982,-0.532904,1.56521,-2.06866,18.23,-25.3299999999998,1.30537,-0.785399
0.611,-0.139408,-0.534985,1.58352,-2.09426,18.31,-25.5999999999998,1.31543,-0.794872
0.612,-0.137815,-0.537092,1.60192,-2.12012,18.4,-25.8600000000002,1.32552,-0.80446
0.613,-0.136204,-0.539226,1.62041,-2.14626,18.4899999999999,-26.1399999999998,1.33563,-0.814163
0.614,-0.134574,-0.541385,1.63899,-2.17267,18.58,-26.4100000000002,1.34576,-0.823981
0.615,-0.132926,-0.543571,1.65765,-2.19935,18.6600000000001,-26.6799999999998,1.35591,-0.833915
0.616,-0.131259,-0.545784,1.67641,-2.2263,18.7599999999999,-26.9500000000002,1.36609,-0.843965
0.617,-0.129573,-0.548024,1.69524,-2.25353,18.8300000000001,-27.2299999999998,1.37628,-0.854131
0.618,-0.127868,-0.550291,1.71417,-2.28102,18.9299999999999,-27.4899999999998,1.3865,-0.864414
0.619,-0.126145,-0.552586,1.73318,-2.30879,19.01,-27.7700000000003,1.39675,-0.874812
0.62,-0.124402,-0.554909,1.75228,-2.33683,19.1000000000001,-28.0399999999998,1.40701,-0.885328
0.621,-0.12264,-0.55726,1.77147,-2.36514,19.19,-28.3099999999998,1.41729,-0.895959
0.622,-0.120859,-0.55964,1.79074,-2.39373,19.2699999999999,-28.5900000000003,1.4276,-0.906707
0.623,-0.119058,-0.562048,1.8101,-2.42258,19.36,-28.8499999999998,1.43793,-0.917572
0.624,-0.117239,-0.564485,1.82954,-2.45171,19.4399999999999,-29.1299999999998,1.44828,-0.928552
0.625,-0.115399,-0.566952,1.84907,-2.48111,19.53,-29.4000000000003,1.45865,-0.939649
0.626,-0.11354,-0.569448,1.86869,-2.51078,19.62,-29.6699999999998,1.46904,-0.950862
0.627,-0.111662,-0.571974,1.88839,-2.54072,19.7,-29.9399999999998,1.47945,-0.962191
0.628,-0.109764,-0.57453,1.90817,-2.57093,19.7799999999999,-30.2100000000003,1.48988,-0.973635
0.629,-0.107845,-0.577116,1.92804,-2.6014,19.87,-30.4699999999997,1.50033,-0.985195
0.63,-0.105907,-0.579733,1.94799,-2.63215,19.9500000000001,-30.7500000000002,1.5108,-0.99687
0.631,-0.103949,-0.58238,1.96802,-2.66316,20.03,-31.0099999999997,1.5213,-1.00866
0.632,-0.101971,-0.585059,1.98814,-2.69443,20.1199999999999,-31.2700000000001,1.53181,-1.02056
0.633,-0.0999729,-0.58777,2.00834,-2.72597,20.2,-31.5399999999997,1.54234,-1.03258
0.634,-0.0979544,-0.590512,2.02862,-2.75778,20.2800000000001,-31.8100000000001,1.55289,-1.04471
0.635,-0.0959156,-0.593286,2.04898,-2.78984,20.3599999999997,-32.0599999999999,1.56346,-1.05695
0.636,-0.0938564,-0.596092,2.06942,-2.82216,20.4400000000002,-32.3199999999999,1.57405,-1.06931
0.637,-0.0917767,-0.59893,2.08994,-2.85474,20.5199999999999,-32.5800000000002,1.58466,-1.08178
0.638,-0.0896764,-0.601801,2.11054,-2.88758,20.5999999999999,-32.8399999999997,1.59528,-1.09435
0.639,-0.0875555,-0.604706,2.13121,-2.92067,20.6699999999999,-33.09,1.60592,-1.10704
0.64,-0.0854139,-0.607643,2.15196,-2.95402,20.75,-33.35,1.61658,-1.11984
0.641,-0.0832515,-0.610614,2.17279,-2.98761,20.8300000000001,-33.5900000000002,1.62726,-1.13274
0.642,-0.0810682,-0.613619,2.1937,-3.02145,20.9100000000002,-33.8400000000001,1.63795,-1.14576
0.643,-0.078864,-0.616657,2.21468,-3.05554,20.9799999999998,-34.0899999999999,1.64866,-1.15888
0.644,-0.0766388,-0.61973,2.23573,-3.08987,21.0500000000002,-34.3299999999997,1.65939,-1.1721
0.645,-0.0743924,-0.622837,2.25686,-3.12444,21.1299999999999,-34.57,1.67013,-1.18543
0.646,-0.0721249,-0.625979,2.27805,-3.15924,21.1899999999998,-34.8000000000001,1.68088,-1.19886
0.647,-0.0698362,-0.629156,2.29932,-3.19428,21.2699999999999,-35.0399999999999,1.69165,-1.2124
0.648,-0.0675262,-0.632368,2.32066,-3.22955,21.3400000000003,-35.2700000000001,1.70243,-1.22603
0.649,-0.0651948,-0.635615,2.34207,-3.26505,21.4099999999999,-35.4999999999998,1.71323,-1.23977
0.65,-0.062842,-0.638898,2.36354,-3.30078,21.4699999999999,-35.73,1.72404,-1.2536
0.651,-0.0604676,-0.642217,2.38508,-3.33672,21.5399999999999,-35.9400000000001,1.73487,-1.26753
0.652,-0.0580717,-0.645572,2.40668,-3.37288,21.6000000000003,-36.1599999999997,1.7457,-1.28155
0.653,-0.0556542,-0.648963,2.42835,-3.40926,21.6699999999998,-36.3800000000003,1.75655,-1.29567
0.654,-0.0532149,-0.652391,2.45008,-3.44584,21.7299999999998,-36.5799999999998,1.7674,-1.30988
0.655,-0.0507539,-0.655855,2.47187,-3.48263,21.7900000000002,-36.7899999999998,1.77827,-1.32418
0.656,-0.0482711,-0.659357,2.49372,-3.51962,21.8500000000001,-36.9900000000003,1.78915,-1.33857
0.657,-0.0457664,-0.662895,2.51563,-3.55681,21.9099999999996,-37.1899999999998,1.80003,-1.35304
0.658,-0.0432397,-0.666471,2.5376,-3.59418,21.97,-37.3700000000001,1.81093,-1.3676
0.659,-0.0406911,-0.670084,2.55962,-3.63175,22.0199999999999,-37.5699999999996,1.82183,-1.38224
0.66,-0.0381204,-0.673734,2.58169,-3.6695,22.0700000000002,-37.7500000000004,1.83274,-1.39697
0.661,-0.0355276,-0.677423,2.60382,-3.70743,22.1299999999997,-37.9299999999998,1.84365,-1.41177
0.662,-0.0329127,-0.68115,2.626,-3.74553,22.1800000000001,-38.1,1.85458,-1.42665
0.663,-0.0302755,-0.684914,2.64822,-3.78379,22.2199999999999,-38.2600000000001,1.8655,-1.4416
0.664,-0.0276161,-0.688717,2.6705,-3.82222,22.2800000000003,-38.4299999999999,1.87643,-1.45663
0.665,-0.0249344,-0.692559,2.69281,-3.8608,22.31,-38.5799999999996,1.88737,-1.47172
0.666,-0.0222304,-0.696439,2.71518,-3.89954,22.37,-38.7400000000002,1.8983,-1.48689
0.667,-0.019504,-0.700358,2.73758,-3.93842,22.3999999999997,-38.8799999999998,1.90924,-1.50212
0.668,-0.0167551,-0.704316,2.76002,-3.97744,22.44,-39.0200000000002,1.92018,-1.51741
0.669,-0.0139838,-0.708314,2.78251,-4.01659,22.4899999999999,-39.1499999999998,1.93112,-1.53276
0.67,-0.01119,-0.71235,2.80502,-4.05587,22.51,-39.2799999999997,1.94206,-1.54817
0.671,-0.00837372,-0.716426,2.82758,-4.09526,22.5600000000003,-39.39,1.953,-1.56364
0.672,-0.00553481,-0.720541,2.85016,-4.13478,22.5799999999996,-39.5200000000004,1.96394,-1.57915
0.673,-0.00267331,-0.724695,2.87277,-4.17439,22.6100000000002,-39.6099999999997,1.97487,-1.59472
0.674,0.000210819,-0.72889,2.89542,-4.21411,22.65,-39.7199999999999,1.9858,-1.61033
0.675,0.0031176,-0.733124,2.91808,-4.25392,22.6599999999997,-39.8100000000001,1.99672,-1.62599
0.676,0.00604707,-0.737398,2.94078,-4.29382,22.7000000000004,-39.9000000000002,2.00764,-1.64169
0.677,0.00899924,-0.741712,2.96349,-4.3338,22.71,-39.9799999999999,2.01855,-1.65742
0.678,0.0119741,-0.746066,2.98622,-4.37384,22.7299999999997,-40.0400000000003,2.02946,-1.67319
0.679,0.0149718,-0.75046,3.00897,-4.41396,22.7500000000002,-40.1199999999999,2.04035,-1.689
0.68,0.0179922,-0.754894,3.03174,-4.45413,22.7699999999999,-40.1699999999998,2.05124,-1.70483
0.681,0.0210353,-0.759368,3.05452,-4.49434,22.78,-40.21,2.06211,-1.72068
0.682,0.0241013,-0.763883,3.0773,-4.5346,22.78,-40.2599999999999,2.07298,-1.73656
0.683,0.02719,-0.768438,3.1001,-4.5749,22.7999999999997,-40.3000000000002,2.08383,-1.75246
0.684,0.0303015,-0.773033,3.1229,-4.61522,22.8000000000001,-40.3199999999994,2.09467,-1.76837
0.685,0.0334359,-0.777668,3.14571,-4.65555,22.8099999999998,-40.3299999999999,2.10549,-1.7843
0.686,0.036593,-0.782344,3.16852,-4.6959,22.8100000000002,-40.3500000000001,2.1163,-1.80023
0.687,0.039773,-0.787061,3.19132,-4.73625,22.8000000000001,-40.3500000000001,2.12709,-1.81617
0.688,0.0429758,-0.791817,3.21413,-4.77659,22.8100000000023,-40.340000000004,2.13786,-1.83211
0.689,0.0462013,-0.796614,3.23692,-4.81692,22.7900000000001,-40.3299999999999,2.14862,-1.84805
0.69,0.0494497,-0.801451,3.25971,-4.85722,22.7900000000001,-40.3000000000002,2.15935,-1.86399
0.691,0.0527208,-0.806329,3.28249,-4.89749,22.78,-40.2700000000004,2.17007,-1.87992
0.692,0.0560147,-0.811246,3.30525,-4.93772,22.7599999999999,-40.2299999999993,2.18076,-1.89583
0.693,0.0593314,-0.816204,3.328,-4.97791,22.7499999999998,-40.1899999999999,2.19143,-1.91173
0.694,0.0626708,-0.821202,3.35073,-5.01803,22.7300000000001,-40.1200000000008,2.20207,-1.92761
0.695,0.0660329,-0.826241,3.37343,-5.05809,22.6999999999999,-40.0599999999995,2.2127,-1.94347
0.696,0.0694177,-0.831319,3.39612,-5.09807,22.6899999999999,-39.9799999999999,2.22329,-1.9593
0.697,0.0728252,-0.836437,3.41878,-5.13797,22.6600000000001,-39.9000000000002,2.23386,-1.9751
0.698,0.0762553,-0.841595,3.44141,-5.17778,22.6299999999999,-39.8100000000001,2.2444,-1.99086
0.699,0.0797081,-0.846793,3.46401,-5.21749,22.6000000000002,-39.7099999999994,2.25491,-2.00659
0.7,0.0831834,-0.85203,3.48658,-5.25708,22.57,-39.5900000000004,2.26539,-2.02228
0.701,0.0866813,-0.857307,3.50911,-5.29656,22.5300000000001,-39.4800000000001,2.27583,-2.03792
0.702,0.0902017,-0.862623,3.5316,-5.33591,22.4899999999999,-39.3499999999997,2.28625,-2.05352
0.703,0.0937445,-0.867979,3.55405,-5.37512,22.4500000000001,-39.2099999999997,2.29663,-2.06906
0.704,0.0973098,-0.873374,3.57646,-5.41419,22.4099999999998,-39.0699999999997,2.30698,-2.08454
0.705,0.100897,-0.878808,3.59882,-5.45311,22.3599999999999,-38.92,2.31729,-2.09997
0.706,0.104508,-0.88428,3.62114,-5.49186,22.3200000000001,-38.7500000000002,2.32756,-2.11533
0.707,0.10814,-0.889791,3.64341,-5.53044,22.2699999999998,-38.5799999999996,2.3378,-2.13062
0.708,0.111794,-0.895341,3.66562,-5.56884,22.2100000000003,-38.4000000000002,2.348,-2.14585
0.709,0.115471,-0.900929,3.68778,-5.60705,22.1599999999999,-38.2100000000003,2.35816,-2.161
0.71,0.11917,-0.906555,3.70988,-5.64506,22.1,-38.0099999999998,2.36827,-2.17607
0.711,0.122891,-0.91222,3.73192,-5.68287,22.04,-37.8100000000003,2.37835,-2.19106
0.712,0.126634,-0.917921,3.7539,-5.72046,21.9799999999996,-37.5899999999998,2.38838,-2.20596
0.713,0.130399,-0.923661,3.77581,-5.75783,21.9100000000001,-37.3700000000001,2.39837,-2.22078
0.714,0.134186,-0.929437,3.79766,-5.79497,21.8500000000001,-37.1399999999999,2.40832,-2.23551
0.715,0.137994,-0.935251,3.81944,-5.83187,21.7800000000001,-36.9000000000001,2.41821,-2.25013
0.716,0.141824,-0.941101,3.84115,-5.86853,21.7099999999997,-36.6599999999994,2.42807,-2.26466
0.717,0.145676,-0.946988,3.86279,-5.90492,21.6400000000001,-36.3899999999999,2.43787,-2.27909
0.718,0.14955,-0.952911,3.88435,-5.94105,21.56,-36.13,2.44763,-2.29341
0.719,0.153445,-0.95887,3.90584,-5.97692,21.49,-35.87,2.45733,-2.30762
0.72,0.157362,-0.964865,3.92724,-6.0125,21.3999999999998,-35.5800000000004,2.46699,-2.32172
0.721,0.1613,-0.970895,3.94857,-6.04779,21.3300000000003,-35.2899999999998,2.4766,-2.33571
0.722,0.165259,-0.976961,3.96981,-6.08279,21.2399999999997,-35.0000000000001,2.48615,-2.34957
0.723,0.169239,-0.983061,3.99097,-6.11748,21.16,-34.6899999999994,2.49565,-2.36331
0.724,0.173241,-0.989196,4.01204,-6.15187,21.0699999999999,-34.3900000000001,2.5051,-2.37693
0.725,0.177263,-0.995365,4.03302,-6.18594,20.9799999999998,-34.0700000000007,2.51449,-2.39042
0.726,0.181307,-1.00157,4.05392,-6.21968,20.9000000000001,-33.7399999999999,2.52383,-2.40378
0.727,0.185371,-1.0078,4.07472,-6.25309,20.8000000000004,-33.4099999999999,2.53311,-2.417
0.728,0.189456,-1.01407,4.09542,-6.28617,20.6999999999997,-33.08,2.54233,-2.43009
0.729,0.193562,-1.02038,4.11604,-6.3189,20.6200000000001,-32.7299999999999,2.5515,-2.44303
0.73,0.197689,-1.02671,4.13655,-6.35127,20.5099999999998,-32.3700000000002,2.56061,-2.45584
0.731,0.201835,-1.03308,4.15697,-6.38329,20.4200000000005,-32.0199999999992,2.56966,-2.46849
0.732,0.206002,-1.03948,4.17729,-6.41495,20.3199999999999,-31.6600000000004,2.57865,-2.481
0.733,0.21019,-1.04591,4.19751,-6.44623,20.2200000000001,-31.2799999999997,2.58758,-2.49336
0.734,0.214398,-1.05237,4.21762,-6.47714,20.1099999999998,-30.9100000000004,2.59645,-2.50557
0.735,0.218625,-1.05886,4.23764,-6.50766,20.0199999999997,-30.5199999999992,2.60526,-2.51762
0.736,0.222873,-1.06539,4.25755,-6.5378,19.9100000000003,-30.1400000000002,2.61401,-2.52952
0.737,0.22714,-1.07194,4.27735,-6.56754,19.8,-29.7400000000003,2.6227,-2.54125
0.738,0.231427,-1.07852,4.29704,-6.59689,19.6899999999997,-29.35,2.63132,-2.55282
0.739,0.235734,-1.08513,4.31663,-6.62583,19.59,-28.9399999999995,2.63988,-2.56423
0.74,0.240061,-1.09177,4.33611,-6.65435,19.4799999999997,-28.5200000000003,2.64838,-2.57547
0.741,0.244407,-1.09844,4.35548,-6.68247,19.3700000000003,-28.1200000000003,2.65681,-2.58654
0.742,0.248772,-1.10514,4.37473,-6.71017,19.2499999999995,-27.6999999999994,2.66518,-2.59744
0.743,0.253156,-1.11186,4.39388,-6.73744,19.1500000000007,-27.2700000000005,2.67348,-2.60817
0.744,0.257559,-1.11861,4.41291,-6.76428,19.0299999999999,-26.8399999999999,2.68172,-2.61872
0.745,0.261982,-1.12539,4.43183,-6.7907,18.9199999999996,-26.4199999999999,2.68989,-2.6291
0.746,0.266423,-1.13219,4.45064,-6.81667,18.8100000000002,-25.97,2.698,-2.6393
0.747,0.270883,-1.13902,4.46933,-6.84221,18.6900000000003,-25.5399999999994,2.70604,-2.64932
0.748,0.275362,-1.14588,4.48791,-6.8673,18.58,-25.0900000000005,2.71401,-2.65917
0.749,0.279859,-1.15276,4.50637,-6.89194,18.4600000000001,-24.6399999999997,2.72192,-2.66882
0.75,0.284375,-1.15966,4.52472,-6.91614,18.3499999999999,-24.2000000000004,2.72976,-2.6783
0.751,0.288908,-1.16659,4.54295,-6.93988,18.23,-23.7399999999992,2.73753,-2.68759
0.752,0.29346,-1.17354,4.56106,-6.96316,18.1100000000001,-23.2800000000006,2.74524,-2.69669
0.753,0.298031,-1.18052,4.57906,-6.98598,17.9999999999998,-22.8199999999994,2.75288,-2.70561
0.754,0.302619,-1.18751,4.59694,-7.00834,17.8799999999999,-22.3599999999999,2.76045,-2.71434
0.755,0.307224,-1.19453,4.6147,-7.03023,17.76,-21.8900000000008,2.76795,-2.72288
0.756,0.311848,-1.20157,4.63234,-7.05166,17.6400000000001,-21.4299999999996,2.77539,-2.73123
0.757,0.316489,-1.20864,4.64987,-7.07262,17.5299999999998,-20.9599999999996,2.78275,-2.73938
0.758,0.321148,-1.21572,4.66728,-7.0931,17.4099999999999,-20.48,2.79005,-2.74735
0.759,0.325824,-1.22282,4.68457,-7.11311,17.29,-20.0100000000001,2.79728,-2.75512
0.76,0.330517,-1.22995,4.70174,-7.13264,17.1700000000001,-19.5300000000005,2.80445,-2.7627
0.761,0.335227,-1.23709,4.7188,-7.1517,17.0599999999998,-19.0599999999996,2.81154,-2.77009
0.762,0.339954,-1.24425,4.73574,-7.17028,16.9399999999999,-18.58,2.81857,-2.77728
0.763,0.344699,-1.25143,4.75256,-7.18838,16.82,-18.1000000000004,2.82553,-2.78428
0.764,0.349459,-1.25863,4.76927,-7.20599,16.7099999999998,-17.6099999999994,2.83242,-2.79108
0.765,0.354237,-1.26584,4.78586,-7.22313,16.5899999999999,-17.1400000000004,2.83924,-2.79768
0.766,0.359031,-1.27307,4.80234,-7.23978,16.4800000000005,-16.6499999999994,2.846,-2.80409
0.767,0.363842,-1.28032,4.81869,-7.25594,16.3500000000001,-16.1600000000002,2.85269,-2.8103
0.768,0.368669,-1.28758,4.83494,-7.27162,16.2499999999994,-15.6800000000006,2.85931,-2.81632
0.769,0.373512,-1.29486,4.85106,-7.28682,16.1200000000008,-15.1999999999992,2.86586,-2.82214
0.77,0.378371,-1.30216,4.86708,-7.30153,16.0199999999992,-14.71,2.87235,-2.82776
0.771,0.383246,-1.30947,4.88298,-7.31575,15.9000000000002,-14.2200000000008,2.87877,-2.83318
0.772,0.388137,-1.31679,4.89876,-7.32949,15.7800000000003,-13.7399999999994,2.88512,-2.83841
0.773,0.393043,-1.32412,4.91444,-7.34274,15.6799999999997,-13.2500000000002,2.89141,-2.84345
0.774,0.397965,-1.33147,4.93,-7.3555,15.5599999999998,-12.7600000000001,2.89763,-2.84828
0.775,0.402903,-1.33884,4.94545,-7.36778,15.4500000000004,-12.2799999999996,2.90378,-2.85292
0.776,0.407856,-1.34621,4.96079,-7.37957,15.3400000000001,-11.7900000000004,2.90987,-2.85736
0.777,0.412825,-1.35359,4.97601,-7.39088,15.2199999999993,-11.3099999999999,2.91589,-2.86161
0.778,0.417808,-1.36099,4.99113,-7.4017,15.1200000000005,-10.8199999999998,2.92185,-2.86566
0.779,0.422807,-1.3684,5.00614,-7.41204,15.0100000000002,-10.3400000000002,2.92774,-2.86952
0.78,0.427821,-1.37582,5.02105,-7.4219,14.9099999999995,-9.85999999999975,2.93356,-2.87318
0.781,0.432849,-1.38324,5.03584,-7.43127,14.7900000000005,-9.36999999999965,2.93932,-2.87665
0.782,0.437892,-1.39068,5.05053,-7.44016,14.6899999999999,-8.89000000000006,2.94502,-2.87993
0.783,0.44295,-1.39812,5.06512,-7.44857,14.5900000000001,-8.41000000000047,2.95066,-2.88301
0.784,0.448023,-1.40557,5.07959,-7.4565,14.4699999999993,-7.92999999999999,2.95623,-2.8859
0.785,0.453109,-1.41303,5.09397,-7.46395,14.38,-7.44999999999951,2.96173,-2.88859
0.786,0.45821,-1.4205,5.10824,-7.47093,14.2700000000007,-6.98000000000042,2.96718,-2.8911
0.787,0.463326,-1.42798,5.12241,-7.47743,14.17,-6.49999999999995,2.97256,-2.89341
0.788,0.468455,-1.43546,5.13648,-7.48345,14.0699999999993,-6.02000000000035,2.97788,-2.89554
0.789,0.473599,-1.44294,5.15045,-7.48901,13.9700000000005,-5.56,2.98313,-2.89747
0.79,0.478756,-1.45043,5.16432,-7.49409,13.8699999999998,-5.07999999999953,2.98833,-2.89922
0.791,0.483927,-1.45793,5.17809,-7.4987,13.77,-4.61000000000044,2.99346,-2.90078
0.792,0.489112,-1.46543,5.19176,-7.50284,13.6700000000003,-4.13999999999959,2.99854,-2.90215
0.793,0.494311,-1.47294,5.20534,-7.50652,13.5799999999992,-3.68000000000012,3.00355,-2.90334
0.794,0.499523,-1.48045,5.21882,-7.50973,13.4800000000004,-3.21000000000015,3.0085,-2.90434
0.795,0.504748,-1.48796,5.23221,-7.51248,13.3900000000002,-2.74999999999981,3.01339,-2.90516
0.796,0.509987,-1.49547,5.2455,-7.51477,13.2899999999996,-2.29000000000034,3.01823,-2.90579
0.797,0.515239,-1.50299,5.2587,-7.5166,13.2000000000003,-1.83,3.023,-2.90625
0.798,0.520505,-1.5105,5.27181,-7.51797,13.1100000000002,-1.36999999999965,3.02772,-2.90652
0.799,0.525783,-1.51802,5.28483,-7.51889,13.02,-0.919999999999809,3.03237,-2.90661
0.8,0.531074,-1.52554,5.29776,-7.51936,12.9299999999999,-0.46999999999997,3.03697,-2.90652
0.801,0.536379,-1.53306,5.31059,-7.51938,12.8300000000001,-0.020000000000131,3.04151,-2.90625
0.802,0.541695,-1.54058,5.32335,-7.51894,12.7599999999992,0.440000000000218,3.046,-2.90581
0.803,0.547025,-1.5481,5.33601,-7.51806,12.6600000000003,0.879999999999547,3.05042,-2.90519
